"Rank","Word","Word in English","Happiness Score","Standard Deviation of Ratings"
"2057","activos","assets","6.64","1.2249"
"2058","seda","silk","6.64","1.3815"
"2059","semillas","seeds","6.64","1.1021"
"2060","alcanzado","reached","6.64","1.3516"
"2061","vodka","vodka","6.64","1.6383"
"2062","moda","fashion","6.64","1.4394"
"2063","ave","bird","6.64","1.4394"
"2064","actuación","performance","6.64","1.1205"
"2065","despierta","awake","6.64","1.3815"
"2066","comienzan","begin","6.64","1.2249"
"2067","completar","complete","6.64","1.2249"
"2068","gym","gym","6.64","1.4107"
"2069","apareció","appeared","6.64","1.3056"
"2070","construir","build","6.64","1.2739"
"2071","jesús","Jesus","6.64","1.77"
"2072","todoos","todoos","6.64","1.495"
"2073","esencial","essential","6.64","1.3211"
"2074","consola","console","6.64","1.5748"
"2075","jueves","Thursday","6.64","1.3516"
"2076","cristo","Christ","6.64","1.8926"
"2077","redes","networks","6.64","1.3815"
"2078","vernos","see us","6.64","1.1911"
"2079","muchachos","boys","6.64","1.3667"
"2080","tips","tips","6.64","1.0645"
"2081","actualizar","update","6.64","1.1021"
"2082","n_n","n_n","6.64","1.663"
"2083","yooo","yooo","6.64","1.663"
"2084","pronto","soon","6.64","1.0835"
"2085","residencia","residence","6.64","1.3056"
"2086","educativo","educational","6.62","1.2599"
"2087","adquirir","acquire","6.62","1.2436"
"2088","descubre","Check","6.62","1.2436"
"2089","instrumentos","tools","6.62","1.3076"
"2090","legítima","legitimate","6.62","1.1761"
"2091","compañia","company","6.62","1.276"
"2092","huerta","orchard","6.62","1.1586"
"2093","tienda","shop","6.62","1.2919"
"2094","sientes","feel","6.62","1.0669"
"2095","vivienda","dwelling","6.62","1.1045"
"2096","jaa","jaa","6.62","1.4693"
"2097","prestaciones","performance","6.62","1.3834"
"2098","piensa","think","6.62","1.3231"
"2099","blanca","White","6.62","1.4968"
"2100","king","king","6.62","1.5894"
"2101","embarazada","pregnant","6.62","1.689"
"2102","desarrollo","development","6.62","1.1761"
"2103","escucho","listen","6.62","1.0079"
"2104","city","city","6.62","1.2599"
"2105","instrumento","instrument","6.62","1.3981"
"2106","conocemos","know","6.62","1.2103"
"2107","realizadas","made","6.62","1.3231"
"2108","ordenadores","computers","6.62","1.4693"
"2109","encontraron","found","6.62","1.2919"
"2110","comprar","buy","6.62","1.2271"
"2111","constancia","constancy","6.62","1.5765"
"2112","enorme","huge","6.62","1.4693"
"2113","equipo","team","6.62","1.3231"
"2114","variedades","varieties","6.62","1.276"
"2115","continuar","continue","6.62","1.0859"
"2116","volví","returned","6.62","1.2103"
"2117","really","really","6.62","1.3686"
"2118","reunir","gather","6.62","1.1229"
"2119","pesos","weights","6.62","1.7715"
"2120","vegas","vegas","6.62","1.3231"
"2121","resolvió","resolved","6.62","1.3536"
"2122","sabia","wise","6.62","1.2103"
"2123","disco","disk","6.62","1.1045"
"2124","valle","valley","6.62","1.2599"
"2125","defensores","defenders","6.62","1.4968"
"2126","bebida","drink","6.62","1.2271"
"2127","europeos","European","6.62","1.3834"
"2128","casar","marry","6.62","1.6769"
"2129","cerca","close","6.62","1.0669"
"2130","air","air","6.62","1.3231"
"2131","patria","homeland","6.62","1.4831"
"2132","mx","mx","6.62","1.701"
"2133","lanzamiento","launch","6.62","1.0476"
"2134","eróticos","Erotic","6.62","1.9048"
"2135","actualizado","updated","6.62","1.3384"
"2136","reto","challenge","6.62","1.3981"
"2137","consiguió","got","6.62","1.1409"
"2138","wishing","wishing","6.62","1.3076"
"2139","pasé","spent","6.62","1.4412"
"2140","prevenir","prevent","6.62","1.1229"
"2141","dirigir","direct","6.62","1.4831"
"2142","1er","1st","6.62","1.4693"
"2143","única","only","6.62","1.3231"
"2144","mucha","much","6.6","1.4983"
"2145","tenis","tennis","6.6","1.1952"
"2146","lenguaje","language","6.6","1.2936"
"2147","corriendo","running","6.6","1.069"
"2148","destinos","destinations","6.6","1.1952"
"2149","salvo","except","6.6","1.2617"
"2150","austria","Austria","6.6","1.4142"
"2151","join","join","6.6","1.3702"
"2152","comparte","shares","6.6","1.3553"
"2153","futura","future","6.6","1.1249"
"2154","iniciar","start","6.6","1.1066"
"2155","negocios","business","6.6","1.2617"
"2156","escuelas","schools","6.6","1.5518"
"2157","shakira","shakira","6.6","1.8844"
"2158","acuerdo","agreement","6.6","1.1952"
"2159","vehículos","vehicles","6.6","1.2289"
"2160","todoss","todoss","6.6","1.4569"
"2161","puedes","can","6.6","1.2122"
"2162","hablar","talk","6.6","1.069"
"2163","detalle","detail","6.6","1.3093"
"2164","clásica","classical","6.6","1.3093"
"2165","touch","touch","6.6","1.1606"
"2166","japón","Japan","6.6","1.5649"
"2167","today","today","6.6","1.3093"
"2168","recomendado","recommended","6.6","1.2454"
"2169","programa","program","6.6","1.3401"
"2170","resultados","results","6.6","1.3401"
"2171","narnia","narnia","6.6","1.4708"
"2172","garantizar","guarantee","6.6","1.4569"
"2173","mac","mac","6.6","1.7496"
"2174","gala","gala","6.6","1.3401"
"2175","profundo","deep","6.6","1.3553"
"2176","comprador","buyer","6.6","1.1249"
"2177","preparado","prepared","6.6","1.2936"
"2178","venta","sale","6.6","1.3093"
"2179","multimedia","multimedia","6.6","1.1429"
"2180","inmensa","immense","6.6","1.7843"
"2181","colección","collection","6.6","1.088"
"2182","morning","morning","6.6","1.4983"
"2183","#tusiquevales","# Tusiquevales","6.6","1.9588"
"2184","luces","lights","6.6","1.088"
"2185","contratación","engagement","6.6","1.3248"
"2186","tonight","tonight","6.6","1.2289"
"2187","arquitectura","architecture","6.6","1.2289"
"2188","altas","high","6.6","1.3702"
"2189","tiendas","stores","6.6","1.1066"
"2190","disponibles","available","6.6","1.1606"
"2191","supera","exceeds","6.6","1.1606"
"2192","comunidad","community","6.6","1.1952"
"2193","recibi","received","6.6","1.1249"
"2194","ingeniería","engineering","6.6","1.3401"
"2195","aprueba","approves","6.6","1.2454"
"2196","sofá","sofa","6.6","1.1249"
"2197","cultivos","crops","6.58","1.3107"
"2198","vigente","valid","6.58","1.1445"
"2199","gustado","liked","6.58","1.0708"
"2200","especialista","specialist","6.58","1.3262"
"2201","maestros","teachers","6.58","1.4441"
"2202","conozco","know","6.58","1.1622"
"2203","growing","growing","6.58","1.1968"
"2204","ciencias","Science","6.58","1.401"
"2205","plazas","squares","6.58","1.401"
"2206","carnal","carnal","6.58","1.4155"
"2207","pude","I","6.58","1.5265"
"2208","nuestro","our","6.58","1.1968"
"2209","exclusiva","Exclusive","6.58","1.2304"
"2210","sociales","social","6.58","1.401"
"2211","chiquita","petite","6.58","1.4441"
"2212","maestra","mistress","6.58","1.2469"
"2213","campos","fields","6.58","1.3262"
"2214","empieza","begins","6.58","1.3864"
"2215","centenario","centenary","6.58","1.4155"
"2216","desempeño","performance","6.58","1.3566"
"2217","dispuestos","willing","6.58","1.1445"
"2218","programación","programming","6.58","1.401"
"2219","promover","promote","6.58","1.012"
"2220","ibiza","ibiza","6.58","1.7853"
"2221","caballo","horse","6.58","1.2304"
"2222","done","done","6.58","1.3415"
"2223","personas","people","6.58","1.295"
"2224","believe","believe","6.58","1.7034"
"2225","reunión","meeting","6.58","1.4995"
"2226","personajes","characters","6.58","1.0319"
"2227","aprovechamiento","use","6.58","1.553"
"2228","recomendamos","recommend","6.58","1.1445"
"2229","mérida","Mérida","6.58","1.2631"
"2230","principe","Prince","6.58","1.6914"
"2231","you","you","6.58","1.2304"
"2232","creado","created","6.58","1.2137"
"2233","speed","speed","6.58","1.2792"
"2234","relato","story","6.58","1.1082"
"2235","defender","defend","6.58","1.6174"
"2236","importas","cares","6.58","1.401"
"2237","lector","reader","6.58","1.1968"
"2238","masculino","male","6.58","1.3716"
"2239","cliente","customer","6.58","1.2792"
"2240","tios","guys","6.58","1.3107"
"2241","jugador","player","6.58","1.012"
"2242","móviles","mobile","6.58","1.2631"
"2243","fans","fans","6.58","1.2137"
"2244","estimado","estimated","6.58","1.3716"
"2245","arriba","up","6.58","1.3415"
"2246","futbol","football","6.58","2.0907"
"2247","activado","activated","6.58","1.012"
"2248","creando","creating","6.58","1.1796"
"2249","abierta","open","6.58","0.9495"
"2250","mensaje","message","6.58","1.0897"
"2251","rápidamente","quickly","6.58","1.2304"
"2252","listening","listening","6.58","1.295"
"2253","conoce","known","6.58","1.0897"
"2254","english","Inglés","6.58","1.7967"
"2255","permanencia","permanence","6.58","1.1622"
"2256","acción","action","6.58","1.1622"
"2257","guía","guide","6.58","1.1622"
"2258","construido","built","6.58","1.1796"
"2259","proyectos","projects","6.58","1.3566"
"2260","consentimiento","consent","6.58","1.4155"
"2261","propietario","owner","6.58","1.6299"
"2262","anoche","last night","6.58","1.3415"
"2263","rights","rights","6.58","1.2469"
"2264","despertando","awakening","6.58","1.6174"
"2265","incluidos","including","6.58","1.1622"
"2266","aumenta","increases","6.58","1.2631"
"2267","tia","tia","6.58","1.1796"
"2268","soltera","maiden","6.58","1.739"
"2269","recomendaciones","recommendations","6.58","1.0708"
"2270","poseer","have","6.58","1.1796"
"2271","todos","everyone","6.58","1.5265"
"2272","high","high","6.58","1.3864"
"2273","desarrolla","develops","6.56","1.198"
"2274","anime","anime","6.56","1.4868"
"2275","recibió","received","6.56","1.1808"
"2276","expresa","expressed","6.56","1.248"
"2277","franco","frank","6.56","1.58"
"2278","cumplimiento","fulfillment","6.56","1.6183"
"2279","fb","fb","6.56","1.473"
"2280","esposo","husband","6.56","1.7398"
"2281","ame","ame","6.56","1.9914"
"2282","leído","read","6.56","1.1634"
"2283","carros","cars","6.56","1.4868"
"2284","igualmente","equally","6.56","1.1634"
"2285","sensacion","feeling","6.56","1.5274"
"2286","sueño","dream","6.56","1.9395"
"2287","ayudan","help","6.56","0.9723"
"2288","menú","menu","6.56","1.3426"
"2289","transformación","transformation","6.56","1.5274"
"2290","hotel","hotel","6.56","1.248"
"2291","compadre","godfather","6.56","1.567"
"2292","infante","infant","6.56","1.1457"
"2293","leche","milk","6.56","1.2803"
"2294","ford","ford","6.56","1.4591"
"2295","traducción","translation","6.56","1.198"
"2296","care","care","6.56","1.3577"
"2297","movimiento","movement","6.56","1.0529"
"2298","dia","day","6.56","1.2961"
"2299","space","space","6.56","1.2316"
"2300","sencillo","simple","6.56","1.3426"
"2301","webcam","webcam","6.56","1.248"
"2302","indicado","indicated","6.56","1.198"
"2303","grax","grax","6.56","1.445"
"2304","publicaciones","publications","6.56","1.1634"
"2305","personaje","character","6.56","1.3426"
"2306","identidad","identity","6.56","1.3426"
"2307","pic","pic","6.56","1.58"
"2308","abril","April","6.56","1.0721"
"2309","tv","TV","6.56","1.2803"
"2310","pensando","thinking","6.56","1.4591"
"2311","científica","scientific","6.56","1.2961"
"2312","adele","adele","6.56","1.5539"
"2313","sanidad","health","6.56","1.2803"
"2314","followers","followers","6.56","1.3874"
"2315","príncipe","prince","6.56","1.5539"
"2316","propongo","propose","6.56","1.2149"
"2317","pasta","pasta","6.56","1.4309"
"2318","well","well","6.56","1.5928"
"2319","despertar","awakening","6.56","1.567"
"2320","responsabilidad","responsibility","6.56","1.5005"
"2321","recuerdas","remember","6.56","1.3577"
"2322","recordarme","remind","6.56","1.2643"
"2323","expresan","express","6.56","1.0721"
"2324","website","website","6.56","1.1808"
"2325","colaborar","collaborate","6.56","1.0333"
"2326","plus","bonus","6.56","1.3426"
"2327","compras","shopping","6.56","1.6922"
"2328","primer","first","6.56","1.2149"
"2329","certificado","certificate","6.56","1.514"
"2330","útiles","tools","6.56","1.2316"
"2331","obtener","obtain","6.56","1.3273"
"2332","images","images","6.56","1.1634"
"2333","enero","January","6.56","1.5274"
"2334","torneo","tournament","6.56","1.2149"
"2335","metrópoli","metropolis","6.56","1.1278"
"2336","activar","activate","6.56","1.0721"
"2337","tele","TV","6.56","1.248"
"2338","perros","Dogs","6.54","1.9817"
"2339","voz","voice","6.54","1.073"
"2340","deseamos","wish","6.54","1.1104"
"2341","todoo","todoo","6.54","1.7168"
"2342","presente","present","6.54","1.1466"
"2343","colega","colleague","6.54","1.073"
"2344","público","public","6.54","1.1287"
"2345","creemos","believe","6.54","1.1988"
"2346","margarita","daisy","6.54","1.3881"
"2347","comunicaciones","communications","6.54","1.2157"
"2348","trabajo","work","6.54","1.5012"
"2349","propios","own","6.54","1.1988"
"2350","jalisco","london","6.54","1.5806"
"2351","capacidades","capabilities","6.54","1.1104"
"2352","windows","windows","6.54","1.3433"
"2353","españa","Spain","6.54","1.5414"
"2354","vamos","we","6.54","1.1466"
"2355","considerada","considered","6.54","1.3584"
"2356","adquisiciones","acquisitions","6.54","1.3734"
"2357","afirma","says","6.54","1.0144"
"2358","empiezo","start","6.54","1.2811"
"2359","contemporánea","contemporary","6.54","1.1988"
"2360","conectados","online","6.54","1.2157"
"2361","toy","toy","6.54","1.3734"
"2362","llamar","call","6.54","1.2969"
"2363","churros","Churros","6.54","1.5677"
"2364","twitter","twitter","6.54","1.5546"
"2365","significativa","significant","6.54","1.1817"
"2366","publicación","publication","6.54","1.2811"
"2367","moto","motorbike","6.54","1.4172"
"2368","importa","matter","6.54","1.3584"
"2369","oso","bear","6.54","1.4737"
"2370","reconstrucción","reconstruction","6.54","1.1287"
"2371","móvil","mobile","6.54","1.4316"
"2372","coca-cola","coca-cola","6.54","2.3492"
"2373","aristóteles","Aristotle","6.54","1.5414"
"2374","ayudas","aid","6.54","1.2811"
"2375","acepta","accepts","6.54","0.9733"
"2376","respuestas","answers","6.54","1.0919"
"2377","imagen","image","6.54","1.2324"
"2378","democracia","democracy","6.54","1.6563"
"2379","start","start","6.54","1.3881"
"2380","únicos","only","6.54","1.5546"
"2381","escuela","school","6.54","1.6928"
"2382","unica","only","6.54","1.4458"
"2383","conocen","known","6.54","1.073"
"2384","narración","narrative","6.54","1.073"
"2385","creó","created","6.54","1.3433"
"2386","sentidos","senses","6.54","1.2324"
"2387","garantías","guarantees","6.54","0.9733"
"2388","cortés","courteous","6.54","1.4028"
"2389","porfa","porfa","6.54","1.3584"
"2390","estudiado","studied","6.54","1.5012"
"2391","poderosos","powerful","6.54","1.9505"
"2392","antigüedades","antiques","6.54","1.2969"
"2393","interesado","interested","6.54","1.2651"
"2394","born","born","6.54","1.5281"
"2395","absolutamente","absolutely","6.54","1.3734"
"2396","cursos","courses","6.54","1.4316"
"2397","november","november","6.54","1.2969"
"2398","futuros","futures","6.54","1.6563"
"2399","favor","favor","6.52","1.1471"
"2400","project","project","6.52","1.2162"
"2401","calefacción","heating","6.52","1.2162"
"2402","extranjeros","foreign","6.52","1.1292"
"2403","preciso","accurate","6.52","1.1648"
"2404","seguiré","follow","6.52","1.1648"
"2405","procesador","processor","6.52","1.4177"
"2406","trabaja","works","6.52","1.2974"
"2407","manos","hands","6.52","1.3285"
"2408","piña","pineapple","6.52","1.6932"
"2409","tardes","afternoon","6.52","1.2493"
"2410","series","series","6.52","1.5151"
"2411","empezamos","started","6.52","1.111"
"2412","entero","whole","6.52","1.2816"
"2413","médicos","medical","6.52","1.7407"
"2414","alba","dawn","6.52","1.3589"
"2415","teléfonos","phones","6.52","1.1993"
"2416","bastante","quite","6.52","1.555"
"2417","liberal","liberal","6.52","1.432"
"2418","universia","universia","6.52","1.2974"
"2419","guste","like","6.52","1.1822"
"2420","everything","everything","6.52","1.1822"
"2421","diseñado","designed","6.52","1.1648"
"2422","comes","eat","6.52","1.2656"
"2423","alojamiento","accommodation","6.52","1.4602"
"2424","propuesta","proposal","6.52","1.1471"
"2425","definitivamente","definitely","6.52","1.5151"
"2426","tenerlo","have it","6.52","1.432"
"2427","laguna","lagoon","6.52","1.2493"
"2428","estudia","studies","6.52","1.581"
"2429","científicas","scientific","6.52","1.3738"
"2430","gallery","gallery","6.52","1.0925"
"2431","persona","person","6.52","1.1822"
"2432","planificación","planning","6.52","1.2656"
"2433","cercano","close","6.52","1.015"
"2434","míos","mine","6.52","1.2816"
"2435","primeras","first","6.52","1.1648"
"2436","moviles","Mobile","6.52","1.2974"
"2437","actores","actors","6.52","1.2974"
"2438","teléfono","phone","6.52","1.0925"
"2439","permitirá","allow","6.52","1.2656"
"2440","boomerang","boomerang","6.52","1.2656"
"2441","tenor","tenor","6.52","1.1648"
"2442","desees","want","6.52","1.3285"
"2443","literaria","literary","6.52","1.2974"
"2444","muebles","furniture","6.52","1.432"
"2445","llegamos","we","6.52","1.2816"
"2446","sigue","continues","6.52","1.2162"
"2447","publicar","publish","6.52","1.0544"
"2448","hoy","today","6.52","1.3285"
"2449","profesor","teacher","6.52","1.313"
"2450","please","Please","6.52","1.432"
"2451","agregame","add me","6.52","1.2162"
